atom_count_C,atom_count_N,atom_count_O,atom_count_S,atom_count_P,atom_count_F,atom_count_Cl,atom_count_Br,atom_count_I,atom_count_B,motif_count_amide,motif_count_amine,motif_count_hydroxyl,motif_count_carboxyl,motif_count_aromatic_ring,motif_count_halogen,motif_count_sulfonamide,motif_count_hetero5_ring,motif_count_hetero6_ring,num_atoms,num_bonds,tpsa,logp,hbd,hba,rot_bonds,ring_count
0.0023239178559899833,-0.008973696130601647,-0.02698327634690684,0.0061037578338302605,-0.0002958163185314953,-0.007903448492844866,0.0015402228037494077,0.00010613915609174608,7.064614809228503e-05,0.0,-0.000860267807629874,-0.008308195553819928,-0.00666873263844811,0.0039252448585167556,0.009876109246794423,0.0001858702713187473,0.0003528882736263717,0.005033349383107729,0.015656222622391604,0.000630412108754388,-0.0009937317353454782,-0.18646399437329447,-0.0050668785276022955,-0.00861602251011125,0.0066116298069628845,0.01617057502389557,-0.005696230741505004
0.014873581068023075,0.019745983974608073,0.0033735799294324835,-0.004731492415736904,4.372438683010133e-05,-0.0026767220818875006,0.0009893258914749272,0.00015808093964502778,0.0002422233975026738,0.0,0.0051615128676110985,0.02059625768144346,0.007086649737077427,0.04952868908245639,0.0050075150528346695,0.00027705436257802256,0.002878454101593047,0.006974282108200525,0.006726009226512822,0.0076181034481472235,0.014114645207793266,-0.03794293818782058,0.0076225472010473,0.018236170917122676,0.017619160202813375,0.05934828393773004,-0.0026420653173120285
0.005223793398392568,0.013574139744941885,0.008733031320768707,0.0049987075200568646,0.0004962117563077942,-0.001836693092525134,0.0037024828660479165,0.0004419151730009273,-0.006946564190977973,0.0,0.004217121610357605,-0.0026223685665571136,0.008302071327774349,0.014519738618543363,0.024171439805989077,0.006551218615017433,2.0627983319851167e-05,0.004603372891846838,0.0074434988826724054,0.0020263008912814254,0.006629085283785153,0.25787759446039,0.0030858175975276353,0.009320093479050365,0.014100228713889652,-0.018902020857188073,0.0024971412059092
0.01846705174179419,0.009582130216098762,0.02657710248729322,0.009875291531497,7.310594255314435e-05,-0.0008761066008478042,0.0006773261586780645,0.00018365380321875514,0.00019812963418648386,0.0,0.0056976141983326066,0.017107679793496006,0.007543321781484811,0.07238723278454262,0.033321083363292106,-0.0020406570426879204,0.002260449774312082,0.01776129769317717,0.006878386368376172,0.008923317021940064,0.006745974795071235,-0.06855264613801242,0.023856902586913045,0.00010095482861642662,0.011425852050097505,0.06079939978432327,0.018901972223326163
0.007562561713786325,0.012630884698395722,-0.015105369278289506,0.015726723637428615,0.00010930867836963361,0.0001589355572862347,0.004602676680842156,0.00018271024169210236,6.497884806889889e-05,0.0,-0.0031124603689367558,-0.001227682591950756,0.007712832754733935,0.022050394233466136,0.015452086135776755,0.001878361960243491,-0.0002703839057920923,0.012447076639289909,0.022170967663631243,0.010161520485379171,0.013183139931970282,0.18140371704723415,0.012054304835444807,0.01522931766276193,0.011882091507799777,0.01340803565160776,0.010653166809207325
0.009183522438029052,0.02340158021893266,0.014084095563269882,0.003285271725165319,0.0003672524712596061,-0.001312109987251414,0.007731795948420307,0.00021560338877623118,8.941873267669475e-05,0.0,0.002169147405892977,0.0016477567918190272,0.011913884139875536,0.007894472899542844,0.011979844998533053,0.01627477418920962,0.0001467345912459374,0.0018622647258234094,0.005969415457932631,0.0048887042157278425,0.0042073348147057404,0.25568555370926593,0.022501721259978326,0.009263827130281609,0.0051299345027964,-0.0014183098537554827,0.003861636422121143
-0.0032655909378891215,-0.0019086749215336907,-0.028880986950430648,-0.01594632950575949,7.565492453134427e-05,-0.0023686276849406098,0.00076089474306695,9.241637127594188e-05,4.378738094275806e-05,0.0,-0.01626954063617265,-0.004034185798065212,0.0020573619389584355,-0.04886330558733109,-0.008156751777207785,-0.0010309757353521127,-0.0007030311707633671,-0.005558455963868282,-0.003415667564009992,-0.00494702388430866,-0.00987537372254704,-0.3239423791037834,-0.006764786185974521,-0.006132695523730397,-0.01411199869140333,-0.013126321153029525,-0.0004241553475331929
-0.010122109788947299,0.010071105660757605,0.0071426335152700565,0.006071685723531035,4.374213959148709e-05,-0.0055216360802936865,0.0019364670943582652,8.023790728557009e-05,8.96006386053844e-05,0.0,0.0006858621775838926,-0.002937287676336076,0.0057556931029885405,0.010788834902762594,-0.00038521695147561555,0.0005355038492182579,0.00046047490752387706,0.0007590366532891772,0.003274065843339335,0.006501515917165804,0.0067600897856598535,-0.1354441818491207,-0.004967346388176001,-0.008087643569660664,0.0067075826439803666,-0.04169272469792809,-0.005609992730418037
-0.03045891559320696,-0.017430547525439807,-0.038516621758963226,0.001974248411460555,7.171378217143096e-05,-0.005792635785896197,0.000982602153110934,9.683713707621287e-05,7.98365693085925e-05,0.0,-0.0015306299592157686,-0.0036174389419589242,0.0009549358971411401,-0.021660135333934013,-9.1049125027367e-05,-0.0028200088036573695,-0.0002062852575989468,-0.03964049129327258,-0.005051968817291665,-0.002688463473410017,-0.0053547134736889,-0.16935264083119597,-0.02226196346784467,-0.010632791397091758,-0.0027057122267979098,-0.030981951590055852,-0.021705784295728104
0.005336888234061668,0.014738658754060345,-0.023075612811537194,-0.03404442764299131,0.00013689613692857775,-0.0015667788036297827,0.001293527556738671,7.498334853520041e-05,4.8780504887742024e-05,0.0,-0.009974367717949052,-0.004823629995786632,0.007866111789595854,0.008855724433941342,-0.05284370292365518,-0.0018533376391763568,-0.001988328188148046,-0.022011227442545873,-0.006379490881178754,-0.0015855912817118911,-0.004393320653711785,0.08946170287979918,0.01077915718071162,0.00923671592890945,-0.0010817912671444454,-0.015441689067066826,-0.0007707319066250268
